"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers","averageRating","numVotes"
"tt7553766","Trauma is a Time Machine",2018,"82","Drama","nm8174960","nm8174960",3,188
"tt7554632","Girls Guns and Blood",2019,"75","Action,Comedy","nm9452470, nm1302070","nm0639604, nm1302070",3.4,465
"tt7555072","Top End Wedding",2019,"113","Comedy,Romance","nm0992370","nm0963161, nm3872555, nm6497779",6.3,2112
"tt7555774","At War",2018,"113","Drama","nm0110300","nm3854689, nm0110300, nm0329825, nm12886035, nm3592232",6.9,1818
"tt7556122","The Old Guard",2020,"125","Action,Thriller","nm0697656","nm1421638, nm8030368",6.6,161374
"tt7556502","A Brixton Tale",2021,"76","Drama,Romance,Thriller","nm8677605, nm6843016","nm9351352, nm8677605, nm9372868",4.6,325
"tt7557024","Aravindante Athidhikal",2018,"122","Comedy,Drama","nm2792408","nm5598723",7,1319
"tt7557108","Saint Maud",2019,"84","Drama,Horror,Mystery","nm3819217","nm3819217",6.7,35028
"tt7557858","Rokuroku: The Promise of the Witch",2017,"92","Horror","nm0945369, nm0023859","nm0023859, nm9373600, nm9373599",5.1,54
"tt7558166","Trickster",2018,"79","Horror,Thriller","nm4309739","nm4309739",3.4,156
"tt7558302","Lying and Stealing",2019,"100","Crime,Drama","nm2911073","nm2911073, nm2900802",5.4,5882
"tt7558548","Route 80",2018,"93","Drama","nm9373995","nm9373995",4.2,129
"tt7558982","The Siege of Robin Hood",2022,"120","Action,Adventure,Fantasy","nm5059164","nm5059164, nm4094623",2.7,288
"tt7559180","99 Songs",2019,"128","Musical,Romance","nm4173030","nm4990507, nm13420034, nm4173030, nm0006246",6.6,2290
"tt7560484","Gauru: Journey of Courage",2018,"124","Adventure,Drama,Family","nm9375221","nm9375221, nm8563828",8.4,107
"tt7561364","Bittersweet Symphony",2019,"80","Drama","nm2199177","nm2199177",3.5,153
"tt7562334","Lady Driver",2020,"104","Sport","nm1626854","nm0239768, nm7977250, nm4720262",5.7,1566
"tt7562932","Clara's Ghost",2018,"92","Comedy,Drama,Thriller","nm2416507","nm2416507",4.1,329
"tt7564016","Chase in the dark",2022,"143","Crime,Mystery,Thriller","nm9377197","nm9377197",9.3,1627
"tt7564044","Soviet Hippies",2017,"75","Documentary,History","nm4816276","nm4816276",6.7,152
"tt7564064","Lady You Shot Me: Life and Death of Sam Cooke",2017,"95","Documentary","nm7737743","nm9377242, nm7737743",6.2,174
"tt7565614","Namme",2017,"91","Drama","nm0451117","nm0451117",7.4,231
"tt7566518","Vision",2018,"109","Drama","nm0442905","nm0442905",5.2,777
"tt7566944","Derelicts",2017,"73","Horror","nm5726827","nm8105831, nm5726827, nm9378477, nm6562430",4.7,121
"tt7567288","Bailaras",2017,"134","Drama","nm3803184","nm7556828, nm10163219",6.5,132
"tt7568856","Baban",2018,"120","Action","nm7510401","nm7510401",7.4,263
"tt7569226","Mass Hysteria",2019,"66","Comedy,Horror","nm5063707, nm5133879","nm2994572, nm8468145",5.3,234
"tt7569386","Kuppathu Raja",2019,"127","Comedy,Drama","nm3559886","nm3559886",4.9,132
"tt7570242","Mayurakshi",2017,"102","Drama","nm2267717","nm2267717",7.1,420
"tt7571148","Baapjanma",2017,"121","Drama","nm4147929","nm4147929",8.1,445
"tt7571726","Drive Me Home",2018,"94","Drama","nm3284880","nm6099959, nm3284880",6,319
"tt7573012","The Celestial Darkroom",2017,"77","Biography,Documentary,History","nm6526397","nm6526397",8.4,51
"tt7573496","One of These Days",2017,"80","Drama","nm6875167","nm6875167",5.8,76
"tt7573720","Karma",2017,"125","Thriller","nm9382008","nm9382008",7.3,53
"tt7573844","Into the Okavango",2018,"88","Documentary","nm3541311","nm3541311, nm3541553",7.6,459
"tt7574126","Carmine Street Guitars",2018,"80","Documentary,Music","nm0542951","nm0089676",7.2,364
"tt7575000","Greed: Heavy Is The Hand",2018,"76","Action","nm4204751","nm3839912",3.7,51
"tt7575118","Blood Conscious",2021,"81","Horror,Thriller","nm3566897","nm3566897",4.1,401
"tt7575400","Zombie World 2",2018,"83","Comedy,Horror","nm5246898, nm1622138, nm3883952, nm3318206","nm4928968, nm5643041",2.7,119
"tt7575410","Zoo Wars",2018,"70","Animation,Comedy,Sci-Fi","nm5643041","nm5643041",2.3,131
"tt7575440","Mylove Lost",2018,"103","Comedy,Romance","nm0554880","nm2594268, nm1837718",5.3,634
"tt7575534","ImaginationLand",2018,"70","Animation","nm5643041","nm3203806",6.3,95
"tt7575702","Monsterland 2",2019,"73","Horror","nm2060873, nm3079464, nm2516936, nm3234826, nm3423530, nm1740684, nm1408696, nm7532272","nm2060873, nm3234826, nm4336262, nm1740684, nm2516936, nm1408696, nm7049346",3.8,150
"tt7575778","Every Day a Good Day",2018,"100","Drama","nm0959994","nm9383238, nm0959994",7.1,1113
"tt7576426","My Mother Is Crazy",2018,"95","Comedy,Drama","nm0476123","nm5321954, nm9383655",5,147
"tt7578416","We, the Dead",2017,"106","Drama","nm2925042","nm2925042",6.1,78
"tt7578566","Scooby-Doo & Batman: The Brave and the Bold",2018,"75","Action,Animation,Comedy","nm4267562","nm1131680, nm0316043, nm0053484, nm0360253, nm0004170, nm0277730, nm3542504, nm1320013, nm1318560, nm1318187, nm0227704, nm0863622, nm0228492, nm0748445, nm0798908, nm0817366, nm0847314, nm3144713",6.5,2422
"tt7579446","Tuscaloosa",2019,"101","Drama","nm0362136","nm0362136, nm0680421",5.1,309
"tt7579788","The Cropsey Incident",2017,"85","Horror","nm0335489","nm0335489",2.8,1233
"tt7579962","I Wrote This for You",2018,"94","Comedy,Drama,Fantasy","nm5321270","nm6676678, nm5320755",5.6,92
"tt7580076","Cheerleader Chainsaw Chicks",2018,"80","Comedy","nm0673664","nm0673664, nm6185349",2.2,56
"tt7580240","The Faces of the Great Goddess",2017,"101","Drama,Romance","nm8908876","nm9385585, nm9385584",7.4,119
"tt7580570","Love Ni Bhavai",2017,"146","Comedy,Drama,Romance","nm9385727","nm9385729, nm9385728",8.2,1810
"tt7580994","Ye Mantram Vesave",2018,"123","Drama","nm9386061","nm13307237",3.9,267
"tt7581552","Unda",2019,"130","Action,Comedy,Thriller","nm7881475","nm7881475, nm6884110, nm6760571",7.8,4202
"tt7581572","Sudani from Nigeria",2018,"123","Comedy,Sport","nm9386232","nm9386232, nm7473972",8.2,4374
"tt7581902","Sonu Ke Titu Ki Sweety",2018,"138","Comedy,Romance","nm3060331","nm5303169, nm3060331",7.1,22402
"tt7582830","The Ghost Bride",2017,"111","Drama,Fantasy,Horror","nm0747689","nm0747689, nm1284318, nm7136372, nm9386789, nm2770647",5.4,144
"tt7582962","Parole",2018,"150","Drama","nm9386827","nm8195941",5.5,1294
"tt7583274","Kill Ben Lyk",2018,"77","Comedy,Mystery,Thriller","nm2198679","nm4653055, nm1169217, nm2198679",4.7,546
"tt7583280","Heaven Without People",2017,"91","Drama","nm3396318","nm3396318",7.6,1263
"tt7583568","Black Mexicans",2018,"104","Drama","nm0702024","nm0702024",6.7,160
"tt7583968","Night Howl",2017,"75","Horror","nm6723428","nm6723428",2.5,178
"tt7584456","The Incredible 25th Year of Mitzi Bearclaw",2019,"96","Comedy","nm0632567","nm0632567, nm0160942, nm2346070",5.4,70
"tt7584702","Awake",2019,"92","Action,Thriller","nm2463111, nm2047156","nm7459656",5,3556
"tt7585270","Theevandi",2018,"144","Comedy","nm5151212","nm4921102",6.6,1511
"tt7585540","Kuttanadan Marpappa",2018,"140","Comedy,Drama","nm8041397","nm8041397",5.1,390
"tt7585566","Rakshasi",2017,"135","Horror","nm8870320","nm8870320",6.8,70
"tt7585620","Dil Jo Na Keh Saka",2017,"130","Romance","nm9389257","nm1538581, nm9389257",5.4,105
"tt7585674","Sat Shri Akaal England",2017,"128","Comedy,Family","nm4421520","nm11133415, nm4421520, nm11282535",5.3,261
"tt7586304","Lucania",2019,"85","Drama","nm1802317","nm6055360, nm0544305, nm1802317, nm1047087",5.4,146
"tt7586628","Bruno",2019,"94","Drama","nm0325452","nm0325452",7,78
"tt7587206","Shriekshow",2022,"105","Horror","nm5571414","nm1378524, nm2298370, nm0810904, nm5571414",2.7,190
"tt7587282","Port Authority",2019,"101","Drama,Romance","nm3282884","nm3282884",6.4,856
"tt7587604","Dynasty Warriors",2021,"119","Action,Adventure,Fantasy","nm3469952","nm0526824, nm1644613",4.7,2164
"tt7587876","Hope Gap",2019,"100","Drama,Romance","nm0629933","nm0629933",6.7,5066
"tt7587984","The Knight of Shadows: Between Yin and Yang",2019,"109","Action,Adventure,Family","nm5253967","nm9390775",4.9,1613
"tt7588822","The Night They Knocked",2019,"80","Drama,Horror,Thriller","nm5756561","nm5756561",4.1,1930
"tt7589524","Aniara",2018,"106","Drama,Sci-Fi","nm2445423, nm4420245","nm2445423, nm4420245, nm0554167",6.2,9218
"tt7589670","Chalo",2018,"145","Action,Comedy,Family","nm9391630","nm11196402, nm9391630",6.2,1218
"tt7590074","Mrs Lowry & Son",2019,"91","Biography,Drama,History","nm0633542","nm0381367",6.7,1977
"tt7590334","Made in Malta",2019,"80","Romance","nm3673847","nm3673847",3.8,137
"tt7590902","The Home",2017,"75","Drama,Mystery","nm9391975","nm9391975",6.7,186
"tt7591430","Summer Survivors",2018,"91","Drama","nm5402965","nm5402965",7.7,1351
"tt7592758","Parchi",2018,"137","Action,Comedy,Crime","nm6254427","nm9392789",5.2,453
"tt7593344","Ouija Blood Ritual",2020,"77","Horror","nm4401174","nm4401174",3.1,126
"tt7594134","Hurley",2019,"83","Documentary","nm2183658","nm2183658",6.8,78
"tt7594378","Kalyanam",2018,"116","Comedy,Romance","nm8812528, nm5478781","nm9393746, nm8812528, nm9393747, nm7998473",6.2,822
"tt7594568","Your Mother Should Know",2018,"92","Comedy,Drama,Family","nm4643680","nm3491057, nm4643680, nm2457295",6,518
"tt7594584","Maria",2019,"90","Action,Crime,Drama","nm3417120","nm3417120, nm9397414, nm8721227",5,2094
"tt7595276","Survival Box",2019,"85","Thriller","nm1394881","nm5278063",3.1,668
"tt7596220","Auggie",2019,"81","Drama,Sci-Fi","nm1753038","nm1753038, nm4078830",5.4,550
"tt7596680","Run This Town",2019,"99","Drama","nm3264795","nm3264795",4.4,667
"tt7596784","Child, Come Back Home",2017,"121","Drama,Family","nm9313753, nm9466320","nm9264312, nm9268898",8.9,111
"tt7596856","Wage",2017,"125","Biography,Drama,History","nm9395084, nm2680056","nm1290945, nm9395098",9.1,51
"tt7598076","Curiosa",2019,"107","Biography,Drama,History","nm0422367","nm0422367, nm0221613, nm0522223, nm9746772",5.4,2360
"tt7598106","To Olivia",2021,"99","Biography,Drama","nm0370510","nm0370510, nm0517539, nm2882669",6.3,1292
"tt7598224","Alice: The Darkest Hour",2018,"94","Mystery,Thriller","nm3384310, nm5714901","nm3384310",3.6,67
"tt7598716","Maassab (The Teacher)",2018,"116","Drama","nm3749594","nm3749594, nm8948362",7.3,291
"tt7598894","Song of Victory",2016,"179","Drama","nm9337475, nm9706013, nm9425689, nm9337463","nm9282915, nm9420062, nm9420070",9,61
"tt7598990","Rapture in Peril",2016,"193","Drama","nm9337462","nm9264312, nm9268898",9,73
"tt7599050","The Empty Hands",2017,"87","Drama,Sport","nm0864779","nm0497231, nm0864779",5.9,611
"tt7600294","Burnt Offering",2018,"90","Horror,Thriller","nm8188224","nm9216453, nm8188224",2.8,175
"tt7600382","Ride Like a Girl",2019,"98","Biography,Drama,Sport","nm0341737","nm0460795, nm0566982",7,4092
"tt7600418","Roads in February",2018,"84","Drama","nm2157277","nm2157277",5.6,83
"tt7600704","Boys vs. Girls",2019,"81","Comedy","nm1618296","nm1618296",6.2,2563
"tt7600706","Perfect Nanny",2019,"100","Crime,Drama","nm1656178","nm1656178, nm0005599, nm0494069, nm2489278",6,1159
"tt7600716","DNA",2020,"90","Drama","nm0494069","nm0218843, nm0494069",6,1070
"tt7600718","Eradane Sala",2017,"119","Romance","nm5744563","nm5744563",8,56
"tt7600742","Hallelujah: Leonard Cohen, a Journey, a Song",2021,"118","Biography,Documentary,Music","nm0002739, nm0325603","nm0002739, nm0325603",7.4,174
"tt7601296","The Legend of Halloween Jack",2018,"90","Horror,Thriller","nm2096009","nm2096009",3.4,824
"tt7601308","Ira",2018,"139","Crime,Mystery,Thriller","nm9397815","nm9397981",6.8,793
"tt7601480","Major Grom: Plague Doctor",2021,"136","Action,Crime","nm8251673","nm7896840, nm12490992, nm7896839, nm12490993, nm8257996, nm12490995, nm8251673, nm12490994",6.3,12097
"tt7601594","Iblis",2018,"120","Comedy,Fantasy,Romance","nm7909553","nm7909554, nm7909553",6.4,394
"tt7602430","The Ice King",2018,"89","Documentary","nm0259847","nm0259847",7.2,227
"tt7602640","The Crow's Siesta",2018,"85","Drama,Romance","nm0436888","nm0436888",7.2,83
"tt7603636","O Beautiful Night",2019,"89","Comedy,Crime,Drama","nm4823715","nm6810553, nm4823715",6.3,369
"tt7604032","Aadamkhor",2018,"72","Horror","nm7066115","nm7066117, nm7066115, nm9399544",7,155
"tt7604948","Gutterbug",2019,"101","Crime,Drama","nm4691454","nm4691454, nm9400498",6.2,3938
"tt7605074","The Wandering Earth",2019,"125","Action,Adventure,Sci-Fi","nm4914792","nm4069148, nm9400701, nm9400700, nm4914792, nm9400702, nm11224439, nm7286732, nm8824223",5.9,30453
"tt7605084","A Reckoning",2018,"80","Western","nm4899218","nm4899218",3.5,221
"tt7605702","The Days to Come",2019,"95","Drama,Romance","nm3112190","nm3678448, nm3112190, nm4078485, nm4652014, nm1992631",6.8,764
"tt7605922","My Masterpiece",2018,"100","Comedy,Drama","nm1287124","nm3321995, nm1287124",7.1,6274
"tt7606162","Entrepreneur",2018,"74","Documentary","nm0840443","nm0840443",6.8,86
"tt7606620","The Last Runway",2018,"107","Action,Crime,Drama","nm6918024, nm6569476","nm2589728, nm3555367, nm9409141, nm9407023, nm5933459",5.9,735
"tt7606636","Trick or Treat",2019,"84","Thriller","nm0090215","nm4683116",4.7,705
"tt7607414","Baronesa",2017,"71","Documentary,Drama","nm8694700","nm8694700",7,285
"tt7607940","Namaste England",2018,"141","Comedy,Drama,Romance","nm1150959","nm1330994, nm1937760",2,2863
"tt7608028","The Open House",2018,"94","Horror,Thriller","nm5547881, nm2460402","nm2460402, nm5547881",3.3,34447
"tt7608380","Straight Edge Kegger",2019,"79","Horror,Thriller","nm3679749","nm3679749",4.4,338
"tt7608418","A Christmas Prince",2017,"92","Comedy,Family,Romance","nm0005618","nm6912381, nm1405911",5.8,19621
"tt7608534","Christmas Inheritance",2017,"104","Comedy,Drama,Romance","nm0053228","nm7107839",5.7,11775
"tt7609114","Yamla Pagla Deewana Phir Se...",2018,"145","Action,Comedy,Drama","nm3221483","nm3057599, nm2366632, nm10039092, nm9448203",4.4,1227
"tt7609180","Heart Blackened",2017,"125","Crime,Drama","nm0161242","nm4394673, nm5203565",6.5,889
"tt7609436","Armed to the Teeth",2018,"105","Crime,Documentary,Thriller","nm9403470","nm2571384",7.9,660
"tt7610008","Secret Ingredient",2017,"104","Comedy,Drama","nm2754753","nm2754753",7.6,1318
"tt7610196","Do Women Have a Higher Sex Drive?",2018,"70","Documentary","nm9403746, nm4698308, nm8170400","nm4698308, nm8170400, nm9403746",6.1,1646
"tt7610914","Shillings from Heaven",2018,"89","Drama","nm0250914","nm2101047",6.9,128
"tt7611326","Lost in Apocalypse",2018,"90","Action,Adventure,Horror","nm3929681","nm3929681, nm9404519, nm9409169, nm9411203",4.4,68
"tt7611352","Alive",2018,"91","Horror,Thriller","nm3166992","nm1273785, nm1588263",5.3,1109
"tt7611474","The Sweet Requiem",2018,"91","Drama","nm0765228, nm0814194","nm0814194",6.5,80
"tt7611940","Pacified",2019,"100","Drama","nm1593773","nm9404998, nm9314729, nm1593773",6.8,244
"tt7612032","Art of the Dead",2019,"97","Horror","nm0437490","nm0437490, nm5666772, nm6497808",4.3,1818
"tt7612146","Hotel Inferno 3: The Castle of Screams",2021,"68","Horror","nm4898626, nm7156659","nm4898626, nm7156659",5.2,527
"tt7612748","The Ghost Who Walks",2019,"106","Crime,Drama","nm2023678","nm2304106, nm2023678",5.4,512
"tt7613162","Lovecut",2020,"94","Drama","nm3595119, nm9035394","nm9035394, nm3595119",5.3,242
"tt7613166","Dhh",2017,"128","Drama,Family","nm9403571","nm9694401, nm9403571, nm6609600, nm9696859, nm9694373",7.8,353
"tt7613194","Bullied",2021,"70","Drama,Thriller","nm1724967","nm1724967",5.2,128
"tt7614016","Yara",2018,"101","Drama,Romance","nm3035371","nm3035371",6.5,303
"tt7615052","Daughter of the Wolf",2019,"88","Action,Thriller","nm0352524","nm0013049",4.6,7447
"tt7615302","Red Joan",2018,"101","Biography,Drama,History","nm0638080","nm3002622, nm10405720",6.4,12567
"tt7615436","Dark Lies the Island",2019,"87","Comedy,Drama","nm0280416","nm6271221",4.9,135
"tt7615722","The Legend of Hallowaiian",2018,"82","Adventure,Animation,Family","nm2846368","nm8289010, nm1075770, nm9980769, nm2846368, nm3762687",5,1232
"tt7616148","Luce",2019,"109","Drama,Mystery","nm1564809","nm6152442, nm1564809",6.6,13110
"tt7616754","Charlie Chaplin 2",2019,"128","Comedy","nm4307034","nm4307034",3.9,268
"tt7616798","A Dog's Way Home",2019,"96","Adventure,Drama,Family","nm0001747","nm1240326, nm0585243",6.7,18116
"tt7616974","Prosecuting Evil",2018,"83","Biography,Documentary,History","nm0043335","nm0043335",7.7,558
"tt7617988","Kuchh Bheege Alfaaz",2018,"116","Romance","nm0994603","nm5783359",7.4,911
"tt7618184","Mulk",2018,"140","Drama","nm1025280","nm1025280",7.3,20896
"tt7618430","The Golden Monk",2017,"90","Comedy,Fantasy","nm0156566, nm0939147","nm0939147",4.2,235
"tt7618434","Crystal Eyes",2017,"82","Horror","nm4748550, nm4748364","nm4748550, nm4748364",5.8,145
"tt7619402","Fist & Faith",2017,"98","Action","nm9120774","nm3013820, nm9120774",5.9,80
"tt7619554","The Girl Allergic to WiFi",2018,"104","Romance","nm0484073","nm0484073",6.2,314
"tt7620554","Loqueesha",2019,"98","Comedy","nm0767688","nm0767688",1.6,1804
"tt7620598","The Nights Before Christmas",2019,"103","Horror","nm2662500","nm1792652, nm2662500",3.7,279
"tt7620746","A Night to Regret",2018,"89","Thriller","nm0791140","nm0175768, nm0484262, nm0761808",4.8,371
"tt7622584","We Go in at Dawn",2020,"85","History,Thriller,War","nm1153494","nm1153494",3.5,312
"tt7622662","Women of the Gulag",2018,"53","Documentary","nm0946523","nm0946523",7,56
"tt7624840","Paharganj",2019,"108","Crime,Drama,Mystery","nm4533509","nm4533509, nm4651166, nm9413392",4.5,2635
"tt7624934","Zoo",2018,"95","Comedy,Drama,Horror","nm0875659","nm0875659",5.5,1857
"tt7625514","Is the Order a Rabbit?? ~ Dear My Sister ~",2017,"60","Animation,Comedy","nm2364602","nm2364602",6.8,107
"tt7625712","Pocketman and Cargoboy",2018,"87","Adventure,Comedy,Sci-Fi","nm8092448","nm8092451, nm8092448",2.3,136
"tt7626364","Tula Kalnnaar Nahi",2017,"112","Romance","nm9412189","nm1856840, nm7144306",6.9,64
"tt7627782","The House That Never Dies II",2017,"97","Horror,Thriller","nm3209872","nm2674818, nm10766589, nm3018849",4.8,97
"tt7627790","Before Your Time",2017,"120","Family","nm1464892","nm9414943, nm1464892, nm1972587, nm9414944, nm9414945, nm9414964, nm9414965, nm9414966, nm9414967, nm9928666",6.7,112
"tt7628068","Eternal Wave",2017,"100","Action,Drama","nm0156566","nm0848826, nm11454881, nm11454882",5.8,108
"tt7628080","The Pluto Moment",2018,"110","Drama","nm0955390","nm6498321, nm0955390",6.2,140
"tt7628146","American Circumcision",2017,"101","Documentary","nm2911561","nm2911561",7.2,594
"tt7628458","Hadi Be Oglum",2018,"112","Drama","nm9145322","nm9145322, nm6938000, nm10316515, nm3087478, nm6725612",7,3439
"tt7628504","Megan",2020,"89","Thriller","nm3618334","nm3618334",4.6,122
"tt7628846","Onyx: Kings of the Grail",2018,"81","Documentary,History","nm2434397","nm2434397, nm1536080, nm9495438",6.5,178
"tt7629464","First Blush",2020,"107","Comedy,Drama,Romance","nm3438647","nm3438647",5.7,170
"tt7629818","The Long Shadow",2019,"94","Crime,Drama,Mystery","nm3235271","nm3235271, nm7579159",4.9,200
"tt7630150","Nervous Translation",2017,"90","Drama","nm3790096","nm3790096",5.8,114
"tt7631568","The Devil to Pay",2019,"87","Thriller","nm1864206, nm1460195","nm1864206, nm1460195",6.2,570
