"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers","averageRating","numVotes"
"tt7080434","Carnivores",2018,"98","Drama,Thriller","nm1099640, nm0753737","nm9177529, nm5747900, nm0753737, nm0755389, nm1099640, nm4782668",5.2,414
"tt7081274","The Day My House Fell",2017,"47","Comedy","nm5234942","nm0245257, nm5234942",6.3,201
"tt7081574","Cold Tango",2017,"107","Drama,History,War","nm0161056","nm0161056",5.4,273
"tt7081810","Palestine",2017,"78","Drama","nm2280443, nm5890195","nm1699780, nm2280443, nm8877428",6.1,54
"tt7082742","Muscle",2019,"110","Thriller","nm1976116","nm1976116",5.9,693
"tt7083208","Barren Trees",2018,"99","Crime,Drama","nm7489925, nm5427169","nm5427169, nm7489925",5,84
"tt7083826","Hostage X",2017,"85","Thriller","nm0752244","nm8491001",3.7,108
"tt7083846","Jirga",2018,"78","Drama,War","nm2947014","nm2947014",6.2,416
"tt7084386","Blue Miracle",2021,"95","Adventure,Biography,Drama","nm2858850","nm2858850, nm0235822",6.6,6878
"tt7084614","Nowhere Mind",2018,"105","Thriller","nm3349553","nm3349553",4.4,249
"tt7084860","SunGanges",2019,"75","Adventure,Documentary,News","nm9100922","nm9100922",7.7,86
"tt7085054","Lost & Found",2017,"96","Comedy,Drama","nm1015355","nm1015355",5.5,212
"tt7085058","Summer Blooms",2017,"93","Drama,Romance","nm5370875","nm5370875, nm5361535",6.7,147
"tt7085078","Prem Geet 2",2017,"138","Drama,Romance","nm8977799","nm8977799",6.6,126
"tt7085158","Past Shadows",2021,"85","Drama","nm1644451","nm4837476",6.4,70
"tt7085164","Thawed Carp",2017,"101","Comedy,Drama","nm3086049","nm4270532, nm2541458",6.5,438
"tt7085724","Road to Hell",2018,"116","Action,Crime,Horror","nm4436444","nm4436444",5.7,1250
"tt7085842","The End?",2017,"100","Horror,Thriller","nm4171068","nm4177881, nm4171068",5.4,1907
"tt7086512","The White World According to Daliborek",2017,"105","Documentary","nm1109731","nm1109731, nm6021945",6.4,230
"tt7086730","Devil's Night: Dawn of the Nain Rouge",2020,"96","Action,Crime,Horror","nm1069500","nm1069500, nm1027024",3.4,317
"tt7087016","American Martyr",2018,"100","Drama","nm2381474","nm2381474, nm3482405",3.5,72
"tt7087210","Donnybrook",2018,"101","Action,Drama,Thriller","nm4991744","nm4991744, nm10391660",5.3,2221
"tt7087674","The Road to Edmond",2018,"125","Comedy","nm5084689","nm9102705, nm5084689",4.5,139
"tt7087934","Ivan Thanthiran",2017,"114","Action,Comedy","nm1583171","nm1583171",6.3,617
"tt7087940","Doubtful",2017,"88","Drama","nm4729786","nm4729786",7.2,174
"tt7087942","Yaanum Theeyavan",2017,"106","Action,Crime","nm6226635","nm6226635",5.8,71
"tt7087944","Pandigai",2017,"150","Action,Romance,Thriller","nm9103051","nm9103051",6.3,288
"tt7088028","Stretch Marks",2018,"92","Drama","nm4009992","nm4009992",5.9,536
"tt7088032","Bhaskar Oru Rascal",2018,"152","Action,Comedy,Drama","nm0796504","nm0437781, nm0796504",4.8,389
"tt7088050","En Aaloda Seruppa Kaanom",2017,"127","Comedy","nm1635714, nm8915095","nm8915095",5.2,77
"tt7088074","Gemini Ganeshanum Suruli Raajanum",2017,"134","Comedy,Crime,Thriller","nm9103174","nm9103174",5.8,487
"tt7088096","Hara Hara Mahadevaki",2017,"140","Comedy,Romance","nm9103190","nm9103190",5.2,524
"tt7088108","Indrajith",2017,"116","Action,Adventure","nm2363901","nm2363901",7.5,1622
"tt7088344","American Socialist: The Life and Times of Eugene Victor Debs",2017,"97","Documentary","nm0834889","nm1134721, nm0834889",6.9,53
"tt7089314","In Corpore",2020,"100","Drama","nm3362184, nm3300508","nm3300508, nm3362184",3.7,203
"tt7089628","Already Gone",2019,"92","Drama","nm0447863","nm0447863",3.9,276
"tt7089738","Marita",2017,"100","Drama","nm4420624","nm5951763, nm4420624",6.2,373
"tt7089782","Acquainted",2018,"101","Drama","nm2827495","nm2827495",5.4,282
"tt7089878","Liz and the Blue Bird",2018,"90","Animation,Drama,Fantasy","nm2210720","nm7075214, nm1027089",7.1,1705
"tt7089882","Sound! Euphonium the Movie - Our Promise: A Brand New Day",2019,"100","Animation,Drama,Music","nm2128776","nm2438224, nm7075214",7.1,363
"tt7090040","Roads, Trees and Honey Bees",2019,"80","Drama","nm4568536","nm4568536",5.5,62
"tt7090140","Coda",2019,"96","Drama,Music","nm0482494","nm9104012",5.9,1754
"tt7090638","The Swerve",2018,"95","Drama,Horror,Thriller","nm0438597","nm0438597",6.6,1396
"tt7091162","Restricted Area",2019,"111","Horror","nm3047339","nm3047339",2.2,81
"tt7091300","Bad Apples",2018,"85","Horror","nm3385222","nm3385222",4.4,2465
"tt7091504","Intimate Enemy",2018,"108","Mystery,Sci-Fi,Thriller","nm0417306","nm0417306, nm2738589",5.5,235
"tt7093470","Waru",2017,"86","Drama","nm1189390, nm4520877, nm0938082, nm4438615, nm5668405, nm3773291, nm1778918, nm1065342","nm1189390, nm5668405, nm3773291, nm1065342, nm7495020, nm4520877, nm0938082",6.5,306
"tt7093634","The Night",2017,"60","Animation,Documentary","nm1078032","nm4450486, nm1078032",7.3,60
"tt7094352","The Russian Revolution",2017,"47","Documentary,History","nm4479625","nm4479625",6.5,694
"tt7094374","Chain of Death",2019,"101","Thriller","nm3216778","nm3216778, nm2780779",4.4,358
"tt7094488","Sandeep Aur Pinky Faraar",2021,"125","Comedy,Crime,Drama","nm1962313","nm1962313, nm3542598",6.3,8532
"tt7094966","Let the Child Be the Guide",2017,"100","Documentary","nm9106622, nm9348650","nm3702732, nm9106622",7.2,81
"tt7095260","A: Me, Hate and Love",2017,"94","Drama,Romance","nm9106747","nm3015321",7,182
"tt7095392","Achari America Yathra",2018,"135","Comedy,Family","nm3139460","nm0539859, nm2990574, nm11637421, nm4558662, nm11637422, nm3139460, nm6579579",4.9,683
"tt7095444","The Antifascists",2017,"75","Documentary","nm9351397, nm5585966","nm5585966, nm9351397",6.3,193
"tt7095476","Waiting for Anya",2020,"109","Drama,Thriller,War","nm2742589","nm0606190, nm9106877, nm2742589",6,1471
"tt7095482","The Candidate",2018,"132","Drama,Mystery,Thriller","nm2507695","nm3124294, nm2507695",7.1,7919
"tt7095654","Believer",2018,"123","Action,Crime,Thriller","nm1536498","nm10677990",6.5,2510
"tt7095698","Idol",2019,"144","Crime,Thriller","nm3964742","nm3964742",5.6,393
"tt7095764","Our Wonderful Lives",2018,"117","Drama","nm0323937","nm0323937, nm5261341, nm1556694",6.5,112
"tt7095852","Sunset in My Hometown",2018,"123","Comedy,Drama,Music","nm1045937","nm12486117",6.5,382
"tt7097358","The Final Scream",2019,"91","Horror","nm8448178","nm8448178",4.7,986
"tt7097722","Grace and Goliath",2018,"93","Drama","nm1491603","nm6270680",6.8,79
"tt7097772","Resistance Is Life",2017,"73","Documentary","nm3791998","nm3791998",8.2,4152
"tt7097896","Venom: Let There Be Carnage",2021,"97","Action,Adventure,Sci-Fi","nm0785227","nm0545150, nm0362766",5.9,214718
"tt7098236","Kamen Rider Ex-Aid: True Ending",2017,"61","Action,Adventure,Fantasy","nm3769292","nm8495494",7.6,92
"tt7098658","Raazi",2018,"138","Action,Drama,Thriller","nm1126068","nm7415589, nm1126068, nm1818188",7.7,30646
"tt7098662","Stranger in the Night",2019,"103","Thriller","nm7333041","nm7333041",4.1,152
"tt7098974","Kill All Politicians",2017,"79","Comedy,Drama","nm5212360","nm5212360",6.3,142
"tt7099142","Sagardwipey Jawker Dhan",2017,"107","Action,Adventure,Mystery","nm4759802","nm9108622, nm4170905, nm3085438",5.3,249
"tt7099280","Needle in a Timestack",2021,"111","Drama,Fantasy,Romance","nm0725983","nm0725983, nm0798844",5,1572
"tt7099566","Alcatraz",2018,"90","Action,Adventure,Crime","nm2096009","nm2096009",3,778
"tt7101994","Hollow Scream",2018,"72","Horror,Sci-Fi","nm1885619","nm4355502",3.2,96
"tt7102402","Babylon USA",2017,"94","Documentary","nm1509561","nm5828592",6.8,64
"tt7102426","Rocky Mental",2017,"129","Action,Drama,Thriller","nm9109553","nm8877304, nm1598332, nm9109553",5.1,323
"tt7103742","Jezebel",2019,"88","Drama","nm0667015","nm0667015",6.6,932
"tt7104578","Going for Gold",2018,"93","Drama,Family,Sport","nm4825581","nm4825581, nm4471078",4.7,572
"tt7104950","The Truth Is in the Stars",2017,"86","Documentary","nm2940781","nm2940781",6.7,403
"tt7104984","Gun City",2018,"126","Crime,History,Thriller","nm1860649","nm0025538",6.3,3938
"tt7105196","The Witch and the Ottoman",2021,"85","Action,Adventure","nm3378539","nm5528517, nm3378539, nm0775762",4.6,169
"tt7105440","Princess Emmy",2019,"78","Animation,Family","nm0753032","nm1230585",6.4,95
"tt7105944","There's No Place Like Home",2018,"105","Comedy,Drama,Romance","nm0610831","nm0610831, nm0182499, nm0408234",6.1,2981
"tt7106246","The Witch Hunters",2018,"90","Adventure,Drama,Family","nm4876391","nm1532143, nm8621166, nm5990478, nm5977845",6.8,282
"tt7106414","The Congo Tribunal",2017,"100","Documentary","nm5761339","nm0237944, nm5761339",6.9,102
"tt7106506","Murer: Anatomy of a Trial",2018,"110","Drama,History","nm0296440","nm0296440",7,618
"tt7106814","The Red Collar",2018,"83","Drama,Mystery,War","nm0065449","nm1544598, nm0065449, nm0196362",6,475
"tt7106928","Birds Are Singing in Kigali",2017,"113","Drama","nm0470377, nm1732806","nm9161366, nm1732806, nm0470377",5.4,324
"tt7106968","Ride",2018,"95","Drama","nm0557609","nm3281211, nm0557609",6,320
"tt7107018","Coffee with Ana",2017,"72","Comedy,Romance","nm1373966","nm1373966, nm7926155",4.4,119
"tt7107756","My Life Between the Worms",2017,"96","Documentary,Music","nm1898261, nm9112423","nm1898261, nm9112423",7.4,80
"tt7108736","Voter",2019,"117","Romance","nm5593148","nm5593148",5,286
"tt7108744","Soundwave",2018,"98","Drama,Sci-Fi","nm3344353","nm3344353",5.6,78
"tt7108862","M.I.A. A Greater Evil",2018,"86","Drama,Horror,Mystery","nm4772560","nm5951142",3.4,396
"tt7108976","Detective K: Secret of the Living Dead",2018,"120","Action,Comedy,Crime","nm2577763","nm9113433",6,488
"tt7109106","Misfit",2017,"86","Comedy,Family","nm1460692","nm7187093, nm1499596, nm0811184, nm9113524, nm1460692",4.3,414
"tt7109844","Neat: The Story of Bourbon",2018,"75","Documentary","nm1729051","nm1729051, nm4513410",7.5,620
"tt7109900","Crossroads",2019,"143","Crime,Drama,Mystery","nm9634132","nm8174348, nm9634132",7.9,2820
"tt7109902","Tarzan's Testicles",2017,"105","Documentary","nm0813285","nm0813285",6.7,122
"tt7110484","Lupe",2019,"77","Drama","nm3560480, nm3252101","nm9113879, nm6545724, nm3252101",5.1,163
"tt7110678","The End of the Chain",2017,"81","Drama","nm1637364","nm9113990",5.5,250
"tt7111402","Oxidan",2017,"93","Comedy,Drama,Romance","nm5936070","nm5936070, nm13546936",5.3,1791
"tt7111614","Kathalo Rajakumari",2017,"113","Drama","nm9114587","nm9114587",5.5,59
"tt7111818","The River",2018,"108","Drama","nm5028357","nm5028357",6.5,175
"tt7111828","Ami Tumi",2017,"125","Comedy","nm1990335","nm1990335",6.6,171
"tt7112154","Asako I & II",2018,"119","Drama,Romance","nm3152327","nm9115052, nm2650522, nm3152327",7,4107
"tt7112158","The Limit of Sleeping Beauty",2017,"90","Drama","nm7159655","nm7159655",5.7,173
"tt7112166","DC Super Heroes vs. Eagle Talon",2017,"105","Animation,Comedy","nm2934654","nm2934654",5.5,73
"tt7112214","Big Fur",2019,"76","Documentary","nm3744231","nm0263543, nm0486778",6.3,58
"tt7114588","Bigfoot Country",2017,"80","Horror","nm3510519","nm3510519",2.8,201
"tt7115168","The Underground",2021,"57","Biography,Documentary,Sci-Fi","nm7891923","nm7891923",5,203
"tt7115500","Die in One Day",2017,"79","Horror,Thriller","nm4435811","nm4435811",3.8,1710
"tt7115920","Lots of Kids, a Monkey and a Castle",2017,"90","Documentary","nm0758687","nm2354509, nm0758687, nm1843219",7.5,1566
"tt7115980","When Jeff Tried to Save the World",2018,"93","Comedy,Drama","nm5270673","nm5501974, nm5270673",5.7,578
"tt7116248","Afterburn/Aftershock",2017,"99","Romance","nm0994379","nm9117099, nm2605642",5.2,1012
"tt7116478","The Bits of Yesterday",2018,"108","Documentary","nm6405114","nm6405114",5.5,154
"tt7116548","Thud Pilots",2018,"90","Documentary","nm8071233","nm8071233",7.5,238
"tt7117352","Killing",2018,"80","Action,Drama","nm0875354","nm0875354",6.5,1090
"tt7117376","Chor Bani Thangaat Kare",2017,"128","Comedy,Drama,Family","nm9120111, nm9226209","nm9120111, nm3864619, nm9226209, nm9226210",7,103
"tt7117552","As Needed",2018,"92","Comedy","nm0265856","nm3798121, nm0158323, nm0265856, nm5290484",6.5,591
"tt7117594","To Dust",2018,"105","Comedy,Drama","nm4027837","nm3418795, nm4027837",5.9,1063
"tt7117870","Love Action Drama",2019,"146","Comedy,Romance","nm6098360","nm6098360",5.1,1648
"tt7117966","Ode to Passion",2020,"128","Drama,Musical,Romance","nm5285244","nm5285244",5,618
"tt7118702","Lowriders vs Zombies from Space",2018,"56","Comedy,Horror,Sci-Fi","nm8110499","nm8110499",4.6,61
"tt7119062","The Uncomfortable Truth",2017,"85","Documentary","nm1836982","nm1836982",7.1,271
"tt7120540","Not to Be Unpleasant, But We Need to Have a Serious Talk",2019,"99","Comedy,Drama","nm3372047","nm9119030, nm3372047",6.4,154
"tt7120602","Hippopotamus",2018,"77","Drama,Thriller","nm6520869","nm6520869",5.2,1000
"tt7121252","On My Skin: The Last Seven Days of Stefano Cucchi",2018,"100","Biography,Drama","nm0187373","nm0187373, nm9119331",7.3,9317
"tt7121588","The One",2017,"116","Comedy","nm5533999","nm9410161, nm9410162, nm5533999, nm9410160, nm7108988, nm3639973",5.4,191
"tt7121620","Couple Therapy for Cheaters",2017,"97","Comedy","nm0270099","nm1644556, nm0270099",5.4,382
"tt7122102","None Like Us",2018,"98","Drama,Romance","nm0207435","nm1113487, nm0207435, nm2566136",6.2,222
"tt7122194","Hotel Gagarin",2018,"94","Comedy","nm1306635","nm3843722, nm1306635",6,562
"tt7122266","National Theatre Live: Young Marx",2017,"160","Biography,Comedy","nm0521730, nm0405336","nm3360668, nm1341253",7.3,68
"tt7122350","National Theatre Live: Follies",2017,"152","Musical","nm4315078, nm1229177","nm0063953",8.4,262
"tt7122596","Werewolf Game: Mad Land",2018,"97","Horror","nm7698549","nm5079016, nm7698549",6.1,108
"tt7124090","The Sower",2017,"98","Drama,Romance","nm1105160","nm9427320, nm1105160, nm0839560, nm0276466, nm10201380, nm1077862",6.5,646
"tt7124092","Ghost in the Graveyard",2019,"92","Action,Drama,Horror","nm7910781","nm7910781",4.3,2247
"tt7125262","Shamantakamani",2017,"130","Drama","nm7807500, nm5117639","nm7136817, nm7136818, nm11610474",6.8,495
"tt7125498","Elephants",2018,"91","Drama,Romance","nm6404549","nm6404549",5.5,311
"tt7125510","Matti and Sami and the Three Biggest Mistakes in the Universe",2018,"94","Adventure,Comedy,Family","nm2417944","nm9121959, nm5050544, nm2417944",6.7,68
"tt7125774","Balloon",2018,"125","Drama,History,Thriller","nm0378660","nm0394219, nm0973731, nm0378660",7.5,11500
"tt7125822","Alter Ego",2017,"111","Drama","nm4657969","nm4657969, nm2122395",5.7,60
"tt7125860","If Beale Street Could Talk",2018,"119","Drama,Romance","nm1503575","nm1503575, nm0049924",7.1,48518
"tt7126710","Triggered",2019,"114","Comedy,Horror,Thriller","nm4405659","nm4405659",4.5,322
"tt7126776","Stillwater",2018,"92","Mystery,Thriller","nm1673520","nm1673520, nm0652568, nm5755895",5.1,647
"tt7126948","Wonder Woman 1984",2020,"151","Action,Adventure,Fantasy","nm0420941","nm0420941, nm0424315, nm1709264, nm0551376",5.4,260944
"tt7127184","Useless Humans",2020,"77","Adventure,Comedy,Horror","nm3782372","nm2090975, nm5459303, nm2176784, nm3782372, nm6731552",4.6,2322
"tt7127344","Love You to the Stars and Back",2017,"111","Adventure,Comedy,Drama","nm3184677","nm3184677",7.4,543
"tt7127652","Verses of Love 2",2017,"125","Drama,Romance","nm1507117","nm2948197, nm9131539, nm3015321",5.5,612
"tt7127700","Bonehill Road",2017,"84","Horror,Thriller","nm0790743","nm0790743",4.6,3820
"tt7128042","Letter to Santa 3",2017,"107","Comedy,Romance","nm1428845","nm4748700, nm8270405, nm0440004, nm5337662",5.5,850
"tt7128066","Charleston",2017,"119","Comedy,Drama","nm3202398","nm3202398",6.9,1042
"tt7128254","Goutham Nanda",2017,"155","Action,Drama,Thriller","nm4214524","nm4214524",6.4,854
"tt7128498","Pauvre Georges!",2018,"113","Drama","nm0222409","nm0072306, nm0222409",5.3,64
"tt7128732","Tremors",2019,"107","Drama","nm3563342","nm3563342",6.6,1328
"tt7128822","Dark Justice",2018,"86","Thriller","nm0189929","nm2301943",5.1,131
"tt7129926","Like a Cat on a Highway",2017,"98","Comedy","nm0586837","nm2424881, nm1055179, nm0181246, nm0586837",6.2,3211
"tt7130192","The Demonologist",2019,"100","Crime,Fantasy,Horror","nm5897851","nm5897851",4.7,3249
"tt7131338","Ghost in the Family",2018,"100","Comedy,Family","nm7998167","nm7998167",6.2,129
"tt7131622","Once Upon a Time... In Hollywood",2019,"161","Comedy,Drama","nm0000233","nm0000233",7.6,711290
"tt7131848","Killing Stella",2017,"90","Drama","nm0702518","nm4126357, nm0702518",5.3,65
"tt7131856","Black Ghost",2018,"83","Crime,Thriller","nm3878151","nm6401965",4.4,77
"tt7131870","Wolf Warrior 2",2017,"123","Action,Adventure,Drama","nm0943104","nm0943104, nm8127866, nm3146222, nm11840879",5.9,8059
"tt7132578","The Footballest",2018,"103","Comedy,Sport","nm1532195","nm0763634, nm1563059, nm1532195, nm1446204",4.8,361
"tt7132672","Saviors",2018,"85","Crime,Drama,Thriller","nm8020288","nm8020288",5.2,110
"tt7133202","When the Trees Fall",2018,"88","Drama","nm6071898","nm6071898",6.4,623
"tt7133340","Stories of Love That Cannot Belong to This World",2017,"92","Comedy,Drama,Romance","nm0173726","nm0173726, nm3812261, nm1228536",6.1,367
"tt7133528","Lucia's Grace",2018,"110","Comedy,Drama","nm0952820","nm0952820, nm0161904, nm1614496, nm1703635",6,924
"tt7133554","Silent Night",2017,"100","Comedy,Drama","nm3987270","nm3987270, nm7766226",7.1,2625
"tt7133686","Next Gen",2018,"106","Action,Adventure,Animation","nm2788440, nm1666476, nm0193484","nm9063132, nm2788440, nm1666476, nm12883055, nm2673784, nm9063133, nm12883056, nm12883256, nm9984604",6.6,17570
"tt7133754","Killer Sofa",2019,"81","Comedy,Fantasy,Horror","nm5397315","nm5397315",3.7,2955
"tt7134096","The Rhythm Section",2020,"109","Action,Drama,Mystery","nm1543747","nm3423316",5.4,18400
"tt7134296","Crisis Hotline",2019,"92","Thriller","nm0777000","nm0777000",4.6,297
"tt7134462","Damn Kids",2017,"118","Drama,History","nm0433211","nm0433211",6.6,197
"tt7134690","I Like Me",2018,"83","Comedy","nm4644677","nm6996144, nm4644677, nm0128499",5.3,516
"tt7135128","Ach spij kochanie",2017,"97","Crime,Thriller","nm0485819","nm1733303",5.6,324
"tt7135152","Beside Bowie: The Mick Ronson Story",2017,"102","Documentary","nm1988829","nm9129642",7.3,332
"tt7136436","Front Page Midgets",2018,"92","Comedy","nm1098726","nm1098726, nm3978798",4.5,265
"tt7136736","The Enchanted",2016,"90","Action,Comedy,Fantasy","nm2691863","nm2691863",3.7,2436
"tt7136896","Aladdin 2",2018,"98","Comedy,Fantasy","nm0826259","nm0169291",3.6,1019
"tt7136962","Candy",2017,"76","Action","nm2143740","nm2143740",3.3,145
"tt7137380","Destroyer",2018,"121","Action,Crime,Drama","nm0476201","nm0006534, nm0542062",6.2,29558
"tt7137846","Breaking In",2018,"88","Action,Thriller","nm0574625","nm0257513, nm4003337",5.4,15926
"tt7138120","The Many Faces of Ito",2018,"126","Comedy,Drama","nm0386382","nm5523040, nm1937314",5.4,202
"tt7138894","Against the Night",2017,"85","Horror,Mystery,Thriller","nm1840844","nm1840844",4.4,2167
"tt7139246","Leo Da Vinci: Mission Mona Lisa",2018,"85","Adventure,Animation,Family","nm3901911","nm3901075, nm3902031, nm3901911, nm6750313",4.9,548
"tt7139936","A Rainy Day in New York",2019,"92","Comedy,Romance","nm0000095","nm0000095",6.5,43363
"tt7140274","Lennox Lewis: The Untold Story",2020,"96","Biography,Documentary","nm9132387, nm0462408","nm11544444, nm0462408",7.2,268
"tt7140888","The Avalanche",2017,"70","Comedy","nm0866661","nm1779970, nm1203210, nm0866661",5.4,97
"tt7141030","In the Game",2018,"85","Comedy","nm0843096","nm0843096, nm1106163",5.8,508
"tt7141148","Porthole",2018,"90","Comedy,Drama,Romance","nm0022913","nm0022913",3.6,136
"tt7141520","A Prayer for the Damned",2018,"94","Western","nm3097592","nm3097592",4.1,56
"tt7142506","Sir",2018,"99","Drama,Romance","nm1402184","nm1402184",7.7,7185
"tt7142712","As Green As It Gets",2018,"116","Adventure,Comedy,Drama","nm0302780","nm3036348, nm0302780, nm0874820",6.8,336
"tt7143598","The Arbors",2020,"119","Sci-Fi,Thriller","nm5671676","nm5671676, nm5646157",4,530
"tt7143686","The Underdogs",2017,"99","Comedy","nm9134121","nm7609215, nm10583137",7,90
"tt7143958","Covadonga",2017,"71","Drama","nm3491681","nm3491681",8.8,136
"tt7144186","Tu me manques",2019,"110","Drama","nm1267716","nm1267716",7.4,559
"tt7144200","The Siren",2019,"80","Drama,Fantasy,Horror","nm2736593","nm2736593",4.8,610
"tt7144296","Kiss and Kill",2017,"81","Drama,Mystery,Romance","nm1050216","nm8938205",2.8,673
"tt7144666","The Black Phone",2021,"103","Horror,Thriller","nm0220600","nm0454872, nm0220600, nm1803036",7,84293
"tt7146028","Maradona",2018,"148","Action,Comedy,Thriller","nm5939218","nm9643004",6.3,681
"tt7146054","The Guardian",2017,"93","Action,Animation,Fantasy","nm9135765","nm9135765",7,901
"tt7146372","Street Dreams: Los Angeles",2018,"105","Action,Drama","nm5370659, nm3912583","nm5370659",3.3,71
"tt7146578","Raising Colors",2018,"101","Drama","nm0277229","nm0277229, nm2059904",5.7,396
"tt7146812","Onward",2020,"102","Adventure,Animation,Comedy","nm0768959","nm0768959, nm1291392, nm3268751",7.4,145857
"tt7146874","Prince Harming",2019,"115","Comedy,Drama","nm0381783","nm0381783",5.7,430
"tt7147414","Swing",2018,"104","Comedy","nm2073921","nm2073921",5.5,73
"tt7147540","Sui Dhaaga: Made in India",2018,"122","Comedy,Drama","nm2680506","nm2680506",6.8,8379
"tt7148254","Scary Mother",2017,"107","Drama","nm9137659","nm9137659",6.8,563
"tt7148422","Kaccha Limbu",2017,"110","Drama","nm2260168","nm2346665",8,277
"tt7148964","Revolt of the Empire of the Apes",2017,"75","Action,Adventure,Sci-Fi","nm0689789","nm1079752",3.1,51
"tt7149066","The Sonata",2018,"90","Music,Mystery,Thriller","nm3536350","nm3536350, nm3574037",5.2,1401
"tt7149134","Respeto",2017,"96","Drama","nm4552361","nm4046033, nm4552361",7.4,214
"tt7149336","The Unicorn",2018,"88","Comedy","nm0777521","nm3220704, nm2267899, nm0751990, nm0777521",5.2,1193
"tt7149730","The Silencing",2020,"93","Action,Crime,Mystery","nm3774632","nm2804846",6.2,24037
"tt7149806","Not Even in a Wildest Dream",2017,"84","Documentary","nm6498880","nm7983341, nm2649196, nm6498880",8.3,56
"tt7149916","Edge of Fear",2018,"91","Action,Crime,Thriller","nm0744794","nm1701134, nm1699776, nm0955339",4.5,3228
"tt7150126","One of the Good Ones",2019,"80","Drama","nm4066010, nm6213335","nm6213335, nm4066010",4.8,142
"tt7150512","2040",2019,"92","Documentary","nm0303902","nm0303902",7.1,1268
"tt7151438","Finally Found Someone",2017,"125","Comedy,Romance","nm1431194","nm8320289, nm2268581, nm6747643",5.8,237
"tt7151480","Bhikari",2017,"130","Action,Drama,Thriller","nm1017494","nm9139911",6,145
"tt7152766","Sapthagiri Express",2016,"131","Comedy","nm3952932","nm3952932",7.5,73
"tt7153134","1st Born",2019,"79","Comedy","nm5499331, nm4508916","nm4508916, nm2404495, nm5499331, nm5265767",3.3,260
"tt7153418","Kataka",2017,"107","Horror,Thriller","nm6237221","nm6237221",7.1,226
"tt7153434","Science Fair",2018,"90","Documentary","nm8201031, nm2448637","nm8201031, nm2448637, nm2095018",7.6,594
"tt7153488","Army of One",2020,"87","Action","nm2532541","nm2515643, nm5680354, nm2532541, nm1712005",4.7,5225
"tt7153650","Ice House",2020,"108","Crime,Thriller","nm0252998","nm9141735",4.3,205
"tt7153766","Unsane",2018,"98","Drama,Horror,Mystery","nm0001752","nm0077080, nm0007079",6.4,46339
"tt7154282","Krazzy Tabbar",2017,"118","Comedy","nm0151305","nm1401789, nm3609426",5.7,97
"tt7154284","Vlogworthy",2017,"75","Horror","nm9142182","nm3190141, nm4130410, nm3525278",4.2,774
"tt7154952","Everybody Flies",2019,"97","Documentary","nm2838520, nm7492790","nm2838520, nm7492790, nm2971459",8.5,74
"tt7154994","Ranchi Diaries",2017,"93","Thriller","nm4136040","nm4136040, nm7951573",7.5,87
"tt7155170","Liverleaf",2018,"114","Horror","nm4057245","nm9142811, nm0846257",6.2,789
"tt7155460","Muramba",2017,"128","Comedy,Family","nm5113905","nm5113905",8.1,747
"tt7155576","Back Fork",2019,"98","Drama","nm1577637","nm1577637",6,467
"tt7156144","Jealous",2017,"107","Comedy,Drama","nm0283810, nm2271931","nm2271931, nm0283810",6.2,1319
"tt7156222","Keep an Eye Out",2018,"73","Comedy","nm1189197","nm1189197",6.7,4351
"tt7156288","The SuperMarioLogan Movie",2017,"145","Adventure,Comedy","nm6774388","nm6774388",6.4,199
"tt7156326","The First Date",2017,"80","Comedy,Horror","nm8615424","nm8615424, nm6537093",2.6,91
"tt7156436","Take Point",2018,"119","Action,Thriller","nm4781635","nm4781635",5.4,1306
"tt7156720","Cornbread Cosa Nostra",2018,"106","Crime,Thriller","nm3524360","nm3524360",5.9,72
"tt7156898","County Lines",2019,"90","Drama","nm2207245","nm2207245",6.9,1158
"tt7157146","The Curse of Audrey Earnshaw",2020,"93","Drama,Horror,Mystery","nm4859192","nm4859192",4.8,1258
"tt7157668","The Cousin",2017,"93","Drama","nm0333523","nm0333523",6.6,106
"tt7158418","Cat Nation: A Film About Japan's Crazy Cat Culture",2017,"52","Documentary","nm4841501","nm8354685, nm4841501, nm5213775",6.4,200
"tt7158430","Hearts Beat Loud",2018,"97","Comedy,Drama,Music","nm1417640","nm1417640, nm5303256",6.9,10998
"tt7158582","The Reports on Sarah and Saleem",2018,"127","Crime,Drama,Mystery","nm3516131","nm3518744",7.2,1091
"tt7158686","You Shall Not Sleep",2018,"106","Horror,Mystery,Thriller","nm3889354","nm4374459, nm4389185, nm3889354",5,1291
"tt7158736","The Famous Five and the Valley of Dinosaurs",2018,"102","Adventure,Family","nm1502159","nm0090067, nm4380835, nm1502159",5.3,241
"tt7158904","Blood Myth",2019,"81","Horror","nm3151697, nm4105518","nm4105518, nm3151697",3.2,342
"tt7159382","Fidaa",2017,"144","Comedy,Drama,Romance","nm2289322","nm10848240, nm2289322, nm9320402",7.4,4760
"tt7159566","Transference",2020,"86","Action,Mystery,Sci-Fi","nm4078217","nm6558022, nm4078217, nm2803219",4.9,1948
"tt7159616","Puppy Swap: Love Unleashed",2019,"90","Family","nm4433696","nm0437490, nm1788026",4.1,138
"tt7160070","Along With the Gods: The Two Worlds",2017,"139","Action,Drama,Fantasy","nm1420683","nm9145536, nm1420683",7.2,15317
"tt7160176","The Fortress",2017,"140","Action,Drama,History","nm1375363","nm1375363, nm6669256",6.8,2590
